CRASH_NUM,Coll,Int,Wea,TrWay,PSL,Align,TCD,CF
2016_50025,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Others
2016_50083,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2016_50083,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2016_50084,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2016_50088,Angle,Not an Intersection,Rain,Two-Way Undivided,45 MPH,Straight,No Controls,Changing Lanes/Overtaking
2016_50129,Front-to-Front,Not an Intersection,Rain,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2016_50129,Front-to-Front,Not an Intersection,Rain,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2016_50131,Angle,Not an Intersection,Rain,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2016_50131,Angle,Not an Intersection,Rain,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2016_50152,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2016_50202,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2016_50239,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2016_50255,Angle,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Accelerating/Decelerating
2016_50276,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Stop Sign,Turning
2016_50306,Angle,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
2016_50346,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2016_50431,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2016_50435,Angle,T-Intersection,Clear,Two-Way Divided,35 MPH,Straight,Stop Sign,Turning
2016_50439,Front-to-Front,Y-Intersection,Cloudy,Two-Way Undivided,45 MPH,Unknown,No Controls,Going Straight
2016_50463,Angle,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Warning Sign,Going Straight
2016_50463,Angle,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2016_50477,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Unknown,Turning
2016_50478,Angle,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2016_50478,Angle,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2016_50481,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2016_50483,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2016_50487,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2016_50490,Front-to-Front,Not an Intersection,Rain,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2016_50490,Front-to-Front,Not an Intersection,Rain,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2016_50496,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2016_50496,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2016_50515,Front-to-Front,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
2016_60003,Angle,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2016_60008,Angle,Not an Intersection,Clear,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
2016_60008,Angle,Not an Intersection,Clear,Two-Way Divided,40 MPH,Straight,No Controls,Turning
2016_60015,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2016_60023,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2016_60023,Angle,Four-Way Intersection,Cloudy,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2016_60029,Angle,Four-Way Intersection,Cloudy,One-Way Trafficway,25 MPH,Straight,Traffic control signal,Going Straight
2016_60060,Angle,Four-Way Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Turning
2016_60112,Front-to-Front,T-Intersection,Clear,Two-Way Undivided,40 MPH,Unknown,Traffic control signal,Changing Lanes/Overtaking
2016_60121,Angle,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2016_60136,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2016_60187,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,25 MPH,Curve,No Controls,Negotiating a Curve
2016_60189,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2016_60189,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2016_60189,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Others
2016_60194,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Changing Lanes/Overtaking
2016_60203,Angle,Not an Intersection,Cloudy,Two-Way Undivided,35 MPH,Unknown,No Controls,Unknown
2016_60203,Angle,Not an Intersection,Cloudy,Two-Way Undivided,35 MPH,Unknown,No Controls,Going Straight
2016_60208,Front-to-Front,T-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2016_60241,Angle,Four-Way Intersection,Rain,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2016_60253,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2016_60300,Front-to-Front,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Unknown,Traffic control signal,Going Straight
2016_60300,Front-to-Front,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Unknown,Traffic control signal,Going Straight
2016_60301,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2016_60312,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Unknown,Traffic control signal,Going Straight
2016_60321,Angle,Not an Intersection,Rain,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
2016_60329,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2016_60330,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2016_60356,Front-to-Rear,Four-Way Intersection,Rain,Two-Way Divided,40 MPH,Curve,Traffic control signal,Negotiating a Curve
2016_60382,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2016_60382,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2016_60385,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2016_60390,Front-to-Rear,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Others
2016_60393,Sideswipe,Four-Way Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2016_60398,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Turning
2016_60398,Angle,Four-Way Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2016_60400,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2016_60410,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Yield Sign,Turning
2016_60423,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Curve,No Controls,Others
2016_60423,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2016_60432,Angle,Four-Way Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2016_60432,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Others
2016_60432,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Others
2016_60434,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2016_60434,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Making a U-turn
2016_60444,Angle,T-Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2016_60444,Angle,T-Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Turning
2016_60459,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2016_60466,Front-to-Rear,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Unknown,Traffic control signal,Going Straight
2016_60466,Front-to-Rear,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Unknown,Traffic control signal,Others
2016_60467,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Unknown,Stop Sign,Going Straight
2016_60476,Front-to-Front,Four-Way Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2016_60476,Front-to-Front,Four-Way Intersection,Cloudy,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2016_60478,Angle,T-Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2016_60482,Angle,T-Intersection,Clear,Two-Way Divided,45 MPH,Unknown,Traffic control signal,Going Straight
2016_60494,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Unknown,Traffic control signal,Going Straight
2016_60495,Angle,T-Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2016_60500,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2016_60509,Front-to-Front,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
2016_60516,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2016_60516,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2016_60524,Angle,Not an Intersection,Cloudy,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
2016_60530,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2016_60532,Angle,Four-Way Intersection,Rain,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2016_60532,Angle,Four-Way Intersection,Rain,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2016_60575,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
2016_60614,Angle,T-Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2016_60616,Angle,Not an Intersection,Clear,Two-Way Undivided,25 MPH,Straight,No Controls,Others
2016_60618,Angle,Not an Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2016_60625,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2016_60627,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2016_60627,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2016_60629,Sideswipe,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Changing Lanes/Overtaking
2016_60629,Sideswipe,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2016_60651,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2016_60706,Angle,T-Intersection,Clear,Two-Way Undivided,35 MPH,Curve,No Controls,Turning
2016_60729,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2016_60729,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2016_60764,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Making a U-turn
2016_60764,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2016_60784,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
2016_60790,Sideswipe,Not an Intersection,Clear,Entrance/Exit Ramp,35 MPH,Curve,No Controls,Changing Lanes/Overtaking
2016_60864,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Changing Lanes/Overtaking
2016_60864,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2016_60875,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Unknown,Stop Sign,Going Straight
2016_60913,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2016_60945,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2016_60952,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
2016_60952,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,Stop Sign,Turning
2016_60993,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2016_60997,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2016_61029,Angle,Four-Way Intersection,Clear,Two-Way Divided,25 MPH,Straight,Traffic control signal,Going Straight
2016_61031,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2016_61042,Sideswipe,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Other Regulatory Sign,Going Straight
2016_61047,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
2016_61047,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
2016_61061,Sideswipe,Not an Intersection,Rain,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2016_61061,Sideswipe,Not an Intersection,Rain,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2016_61061,Sideswipe,Not an Intersection,Rain,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2016_61073,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2016_61075,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2016_61075,Angle,Four-Way Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2016_61076,Front-to-Front,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2016_61076,Front-to-Front,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2016_61078,Angle,Four-Way Intersection,Clear,Two-Way Divided,35 MPH,Unknown,Traffic control signal,Going Straight
2016_61102,Angle,T-Intersection,Cloudy,Two-Way Undivided,35 MPH,Unknown,Stop Sign,Turning
2016_61102,Angle,T-Intersection,Cloudy,Two-Way Divided,45 MPH,Unknown,No Controls,Going Straight
2016_61103,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2016_61120,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2016_61120,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2016_61136,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Turning
2016_61154,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2016_61171,Front-to-Front,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Unknown,Traffic control signal,Turning
2016_61179,Angle,T-Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Turning
2016_61188,Angle,T-Intersection,Cloudy,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2016_61209,Angle,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2016_61239,Angle,T-Intersection,Clear,Two-Way Undivided,45 MPH,Unknown,No Controls,Going Straight
2016_61239,Angle,T-Intersection,Clear,Two-Way Undivided,25 MPH,Unknown,Stop Sign,Turning
2016_61242,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2016_61251,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2016_61251,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2016_61271,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2016_61283,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Going Straight
2016_61283,Angle,Four-Way Intersection,Clear,One-Way Trafficway,25 MPH,Straight,Traffic control signal,Going Straight
2016_61284,Angle,T-Intersection,Clear,Two-Way Divided,35 MPH,Unknown,No Controls,Going Straight
2016_61284,Angle,T-Intersection,Clear,Two-Way Divided,35 MPH,Unknown,No Controls,Turning
2016_61286,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2016_61286,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2016_61302,Angle,T-Intersection,Clear,Two-Way Divided,35 MPH,Unknown,No Controls,Turning
2016_61329,Front-to-Front,Not an Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2016_61337,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Changing Lanes/Overtaking
2016_61337,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Others
2016_61345,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,25 MPH,Unknown,Traffic control signal,Going Straight
2016_61345,Angle,Four-Way Intersection,Cloudy,Two-Way Divided,45 MPH,Unknown,Traffic control signal,Going Straight
2016_61356,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Unknown,No Controls,Making a U-turn
2016_61357,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Unknown,No Controls,Going Straight
